Total,5762203.0,,5762254.0,5762258.0,,,,,5762334.0,5762392.0,,5762575.0,,,5762576.0,5762704.0,5762706.0,5762128.0
,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
,,,,,,,,,,,,,,,,,,
,0.4889,0.2901,0.096,0.36,0.47,0.17,0.22,0.14,0.242,0.907,0.2914,0.0,0.3949,0.0478,0.8707,24685.7,0.0,140.0
100,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
,0.3592,0.3167,0.1041,0.3,0.34,0.36,0.14,0.16,0.242,0.989,0.0666,0.0,0.3446,0.0344,0.8382,61660.72,7.0,42.0
100,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
,0.4951,0.4931,0.0915,0.53,0.31,0.16,0.41,0.12,0.242,0.3589,0.5782,0.0,0.0,0.5786,0.9238,46693.86,1.0,144.0
75,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,0.0,0.0,6.0,0.0,0.0,8.0,8.0,8.0,8.0
,0.5335,0.4697,0.1314,0.52,0.28,0.2,0.3,0.22,0.242,0.7185,0.1253,0.0,0.319,0.9526,0.9106,61702.15,6.0,128.0
94,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,6.0,7.0,6.0,6.0,0.0,8.0,8.0,8.0,8.0
,0.6262,0.805,0.0857,0.57,0.28,0.15,0.3,0.27,0.242,0.9858,0.211,0.0,0.3835,0.0111,0.9197,57842.12,4.0,136.0
100,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
,0.4817,0.129,0.1097,0.58,0.34,0.08,0.31,0.27,0.242,0.907,0.0542,0.0,0.4573,0.0205,0.951,21194.02,3.0,52.0
100,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
,0.7457,0.68,0.0938,0.16,0.33,0.29,0.22,0.16,431.0,342.0,221.0,0.0,0.5,0.0313,0.790641,41304.8,4.0,84.0
73,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,6.0,8.0,8.0,8.0,8.0
,0.3817,0.076,0.1359,0.25,0.42,0.24,0.09,0.25,0.242,0.9313,0.1347,0.0,0.4166,0.0305,0.9276,23235.51,2.0,76.0
100,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
,0.3743,0.6325,0.1262,0.16,0.41,0.1,0.33,0.16,0.059,0.9681,0.1519,0.0,0.319,0.0413,0.849,58990.68,6.0,42.0
79,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
,0.3975,0.5259,0.1054,0.18,0.36,0.34,0.12,0.18,0.242,0.988,0.0544,0.0,0.3971,0.0317,0.7935,40729.56,3.0,38.0
100,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
,0.4126,0.3306,0.0922,0.33,0.88,0.65,0.33,0.125,0.242,0.7348,0.9093,0.0,0.4432,0.0497,0.9342,79397.98,3.0,120.0
78,6.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,6.0,6.0,6.0,0.0,8.0,8.0,8.0
,0.3118,0.301,0.0939,0.59,0.33,0.08,0.14,0.45,0.242,0.9828,0.0259,0.0,0.3538,0.0256,0.9556,38541.46,0.0,70.0
93,6.0,0.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
,0.3928,0.4874,0.0792,0.05,0.12,0.44,0.39,0.05,0.242,0.9828,0.0259,0.0,0.3782,0.016,0.9177,67094.02,6.0,44.0
100,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
,0.293,0.1592,0.1406,0.62,0.38,0.36,0.17,0.09,0.059,0.9313,0.5966,0.0,0.4404,0.0441,0.856,20784.4,1.0,64.9
77,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,6.0,6.0,6.0,8.0,8.0,8.0,0.0
,0.3066,0.6621,0.1335,0.38,0.3,0.32,0.11,0.27,0.2421,0.9357,0.1175,0.0,0.3906,0.0276,0.9654,36498.0,1.0,70.0
93,6.0,0.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
,0.3286,0.2831,0.1133,0.16,0.6,0.1,0.14,0.16,0.2421,0.9207,0.2139,0.0,0.4175,0.0412,0.8452,29847.5,7.0,87.0
100,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
,0.5858,0.4715,0.075,0.6,0.25,0.25,0.25,0.25,0.353,0.6305,0.0446,0.0,0.4986,0.0376,0.8363,63803.13,0.0,84.0
66,6.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,8.0,8.0,8.0,8.0
,0.4955,0.5219,0.1143,0.22,0.37,0.32,0.09,0.22,0.242,0.9264,0.0597,0.0,0.3085,0.0373,0.8617,65308.19,5.0,66.0
100,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
,0.3981,0.2855,0.0965,0.76,0.3,0.19,0.19,0.2,0.0586,0.907,0.4229,0.3264,0.3264,0.0333,0.8383,70060.72,3.0,40.0
60,0.0,0.0,8.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,7.0,0.0,6.0,6.0,0.0,8.0,8.0,8.0
,,,,,,,,,,,,,,,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.3528,0.2533,0.1626,0.61,0.25,0.14,0.09,0.52,0.242,0.093,0.1078,0.0,0.4013,0.0313,0.9476,22458.54,6.0,60.0
79,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,0.0,0.0,6.0,6.0,6.0,8.0,0.0,8.0,8.0
,0.5015,0.3509,0.1199,0.33,0.13,0.46,0.08,0.33,0.242,0.9807,0.0274,0.0,0.3487,0.028,0.9257,52797.89,0.0,30.0
87,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,0.0,0.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
,0.3575,0.4424,0.1175,0.0,0.47,0.29,0.11,0.13,0.242,0.989,0.1748,0.0,0.3694,0.0473,0.9085,48000.74,4.0,42.93
92,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,0.0
,0.5753,0.4189,0.082,0.4,0.33,0.27,0.1,0.3,0.242,0.7185,0.2486,0.0,0.3792,0.0356,0.8582,61050.6,2.0,120.0
100,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
,0.3299,0.4103,0.0986,0.28,0.35,0.17,0.2,0.28,0.059,0.9357,0.1642,0.0,0.43,0.0328,0.8389,19679.1,4.0,20.0
92,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
,0.3648,0.3743,0.1242,0.92,0.08,0.26,0.41,0.25,0.2421,0.9207,0.1025,,0.4364,0.0388,0.8474,27167.18,4.0,86.0
88,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,6.0,7.0,0.0,6.0,0.0,8.0,8.0,8.0,8.0
,0.2657,0.3796,0.0985,0.29,0.21,0.94,2.84,6.0,0.242,0.6477,0.1085,0.0,0.4207,0.0293,0.9612,36085.99,6.0,34.0
81,6.0,7.0,8.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
,0.5996,0.5862,0.0785,0.74,0.34,0.69,0.78,1.0,0.242,0.7467,0.5682,0.0,0.4694,0.01563,0.9381,77343.2,0.0,28.0
80,6.0,7.0,8.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
,0.4655,0.3948,0.1404,0.56,0.44,0.28,0.17,0.11,0.242,0.9207,0.2554,0.0,0.3621,0.0337,0.8017,37990.68,2.0,122.77
100,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
,0.3845,0.3858,0.0938,,,,,,0.242,0.492,0.1598,0.3528,0.3528,0.0221,0.94427,68881.58,1.0,28.0
67,6.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,8.0,8.0,8.0,8.0
,,,,,,,,,,,,,,,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.8043,0.5268,0.1149,0.75,0.25,0.34,0.36,0.05,0.242,0.9143,0.6528,0.0,0.4389,0.017,0.9394,24940.2,6.0,16.0
78,6.0,0.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,6.0,0.0,6.0,6.0,6.0,8.0,0.0,8.0,8.0
,0.6948,0.92,0.1148,0.0,0.21,0.64,,,0.648,0.6395,0.3493,0.0,0.4389,0.0136,0.9077,21343.2,5.0,31.0
63,6.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,8.0,0.0,8.0,8.0
,0.506,0.3877,0.077,0.42,0.18,0.21,0.395,0.5,0.242,0.7466,0.2111,0.0,0.4481,0.029,0.9254,79429.56,4.0,60.0
79,6.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
,0.4006,0.4101,0.1235,0.57,0.34,0.09,0.3,0.27,0.242,0.9898,0.804,0.0,0.3563,0.0481,0.9115,51051.46,6.0,50.2
85,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,6.0,0.0,6.0,6.0,6.0,8.0,8.0,8.0,0.0
,0.2982,0.2517,0.0945,0.26,0.28,0.06,0.4,0.26,0.242,0.4898,0.0693,0.0,0.364,0.0392,0.8743,59230.76,7.0,42.0
87,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,0.0,0.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
,0.4795,0.2938,0.0973,0.4,0.15,0.13,0.32,0.4,0.242,0.907,0.2002,0.0,0.4452,0.0417,0.863,28403.13,5.0,75.13
92,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,0.0
,0.3634,0.2244,0.0842,0.1,0.31,0.23,0.36,0.1,0.242,0.7348,0.1416,0.0,0.3538,0.0284,0.9641,64248.37,1.0,80.0
100,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
,0.3647,0.4295,0.0975,0.0,0.24,0.3,0.33,0.13,0.242,0.9907,0.0509,0.0,0.3581,0.0356,0.8589,57613.25,4.0,96.0
87,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,0.0,0.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
,0.5573,0.5414,0.1262,0.28,0.34,0.2,0.18,0.28,0.6366,0.6554,0.2759,0.0,0.4823,0.0126,0.8694,61204.94,4.0,32.0
65,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,8.0,8.0,8.0
,0.3727,0.3941,0.0897,0.11,0.32,0.26,0.31,0.11,0.242,0.9207,0.0839,0.0,0.3538,0.0401,0.829,63648.03,1.0,120.0
100,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
,0.4444,0.4254,0.1431,0.49,0.21,0.3,0.15,0.34,0.39,0.9488,0.3006,0.0,0.4245,0.0263,0.8705,27972.98,0.0,52.0
72,6.0,0.0,8.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
,0.4392,0.6058,0.1147,0.42,0.82,0.6,0.29,0.0,0.242,0.0793,0.8901,0.0,0.4338,0.0394,1.0,26448.59,5.0,66.0
63,6.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,8.0,8.0
,0.3276,0.3759,0.1211,0.49,0.24,0.49,0.68,1.0,0.688,0.9207,0.0679,0.0,0.4175,0.0223,0.0215,32681.58,6.0,62.0
78,6.0,7.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,7.0,6.0,6.0,6.0,0.0,8.0,8.0,8.0
,0.483,0.3399,0.1165,,,,,,0.242,0.988,0.0258,0.0,1.0,0.0219,0.9566,43461.04,0.0,404.1
78,6.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,7.0,6.0,0.0,6.0,8.0,8.0,8.0,0.0
,0.3146,0.4279,0.1112,0.48,0.45,0.07,0.23,0.25,0.242,0.6477,0.3575,0.0,0.4207,0.0154,0.9492,34622.66,5.0,22.0
87,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,8.0,0.0,0.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
,0.2362,0.113,0.0956,0.18,0.24,0.27,0.31,0.18,1.0,0.0106,0.0425,0.0,0.38527,0.03369,0.8428,50548.3,7.0,66.0
79,6.0,7.0,8.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
